,iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million,year
321,DEU,Europe,Germany,2022-11-17,36170094,30398,25172.143,160566,84,80.143,433851.067,364.616,301.933,1925.948,1.008,0.961,0.81,954,11.443,NA,NA,769,9.224,6963,83.519,NA,NA,NA,NA,NA,NA,NA,NA,NA,189881174,64849039,63533766,63103141,127337,78333,227.76,77.78,76.21,75.69,940,570,0.001,11.11,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,83369840,NA,NA,NA,NA,2022
322,DEU,Europe,Germany,2022-11-18,36197046,26952,24588.143,160652,86,79.857,434174.349,323.282,294.929,1926.98,1.032,0.958,0.83,937,11.239,NA,NA,723,8.672,7022,84.227,NA,NA,NA,NA,NA,NA,NA,NA,NA,189975228,64849817,63534536,63176311,94054,75844,227.87,77.79,76.21,75.78,910,569,0.001,11.11,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,83369840,NA,NA,NA,NA,2022
323,DEU,Europe,Germany,2022-11-19,36222825,25779,24372.429,160739,87,79.286,434483.561,309.213,292.341,1928.023,1.044,0.951,0.85,902,10.819,NA,NA,717,8.6,6988,83.819,NA,NA,NA,NA,NA,NA,NA,NA,NA,189997691,64850248,63534801,63193933,22463,75611,227.9,77.79,76.21,75.8,907,596,0.001,11.11,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,83369840,NA,NA,NA,NA,2022
324,DEU,Europe,Germany,2022-11-20,36228884,6059,24361.429,160762,23,79,434556.238,72.676,292.209,1928.299,0.276,0.948,0.87,903,10.831,NA,NA,718,8.612,7010,84.083,NA,NA,NA,NA,NA,NA,NA,NA,NA,190004078,64850296,63534867,63198552,6387,75426,227.91,77.79,76.21,75.81,905,592,0.001,11.11,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,83369840,152240.73,5.47,13.47,1826.0889,2022
325,DEU,Europe,Germany,2022-11-21,36232425,3541,24236.429,160785,23,78.714,434598.711,42.473,290.71,1928.575,0.276,0.944,0.88,919,11.023,NA,NA,730,8.756,6966,83.555,NA,NA,NA,NA,NA,NA,NA,NA,NA,190052711,64850709,63535364,63236530,48633,74314,227.96,77.79,76.21,75.85,891,575,0.001,11.11,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,83369840,NA,NA,NA,NA,2022
326,DEU,Europe,Germany,2022-11-22,36268948,36523,23888.714,160937,152,80.857,435036.795,438.084,286.539,1930.398,1.823,0.97,0.9,941,11.287,NA,NA,744,8.924,7156,85.834,NA,NA,NA,NA,NA,NA,NA,NA,NA,190147273,64851329,63536001,63309391,94562,72151,228.08,77.79,76.21,75.94,865,553,0.001,11.11,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,83369840,NA,NA,NA,NA,2022
327,DEU,Europe,Germany,2022-11-23,36306901,37953,23886.429,161052,115,81.429,435492.032,455.237,286.512,1931.778,1.379,0.977,0.91,925,11.095,NA,NA,756,9.068,7252,86.986,NA,NA,NA,NA,NA,NA,NA,NA,NA,190244342,64852070,63536628,63383819,97069,70072,228.19,77.79,76.21,76.03,840,530,0.001,11.11,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,83369840,NA,NA,NA,NA,2022
328,DEU,Europe,Germany,2022-11-24,36338727,31826,24090.429,161157,105,84.429,435873.776,381.745,288.959,1933.037,1.259,1.013,0.94,897,10.759,NA,NA,766,9.188,7345,88.101,NA,NA,NA,NA,NA,NA,NA,NA,NA,190353147,64852801,63537330,63467566,108805,67425,228.32,77.79,76.21,76.13,809,537,0.001,11.11,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,83369840,NA,NA,NA,NA,2022
329,DEU,Europe,Germany,2022-11-25,36366695,27968,24235.571,161251,94,85.571,436209.245,335.469,290.7,1934.165,1.128,1.026,0.95,887,10.639,NA,NA,798,9.572,7429,89.109,NA,NA,NA,NA,NA,NA,NA,NA,NA,190429539,64853379,63537977,63525738,76392,64902,228.42,77.79,76.21,76.2,778,509,0.001,11.11,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,83369840,NA,NA,NA,NA,2022
330,DEU,Europe,Germany,2022-11-26,36392877,26182,24293.143,161368,117,89.857,436523.292,314.046,291.39,1935.568,1.403,1.078,0.97,883,10.591,NA,NA,798,9.572,7600,91.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,190445860,64853721,63538227,63538018,16321,64024,228.43,77.79,76.21,76.21,768,496,0.001,11.11,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,83369840,NA,NA,NA,NA,2022
331,DEU,Europe,Germany,2022-11-27,36399321,6444,24348.143,161396,28,90.571,436600.586,77.294,292.05,1935.904,0.336,1.086,0.99,897,10.759,NA,NA,802,9.62,7644,91.688,NA,NA,NA,NA,NA,NA,NA,NA,NA,190451636,64853818,63538336,63542409,5776,63937,228.44,77.79,76.21,76.22,767,503,0.001,11.11,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,83369840,155142.14,5.54,15.73,1860.8905,2022
332,DEU,Europe,Germany,2022-11-28,36403005,3684,24368.571,161420,24,90.714,436644.775,44.189,292.295,1936.192,0.288,1.088,1.01,928,11.131,NA,NA,787,9.44,7717,92.563,NA,NA,NA,NA,NA,NA,NA,NA,NA,190488349,64854165,63538623,63570527,36713,62234,228.49,77.79,76.21,76.25,746,494,0.001,11.11,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,83369840,NA,NA,NA,NA,2022
333,DEU,Europe,Germany,2022-11-29,36442446,39441,24785.429,161634,214,99.571,437117.859,473.085,297.295,1938.759,2.567,1.194,1.03,895,10.735,NA,NA,774,9.284,8138,97.613,NA,NA,NA,NA,NA,NA,NA,NA,NA,190565162,64854699,63539152,63628664,76813,59698,228.58,77.79,76.21,76.32,716,481,0.001,11.11,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,83369840,NA,NA,NA,NA,2022
334,DEU,Europe,Germany,2022-11-30,36484969,42523,25438.286,161763,129,101.571,437627.912,510.053,305.126,1940.306,1.547,1.218,1.03,900,10.795,NA,NA,770,9.236,8481,101.727,NA,NA,NA,NA,NA,NA,NA,NA,NA,190644801,64855288,63539843,63688504,79639,57208,228.67,77.79,76.21,76.39,686,460,0.001,11.11,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,83369840,NA,NA,NA,NA,2022
335,DEU,Europe,Germany,2022-12-01,36519804,34835,25868.143,161893,130,105.143,438045.749,417.837,310.282,1941.865,1.559,1.261,1.04,882,10.579,NA,NA,788,9.452,8826,105.866,NA,NA,NA,NA,NA,NA,NA,NA,NA,190730666,64855920,63540440,63753414,85865,53931,228.78,77.79,76.22,76.47,647,446,0.001,11.11,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,83369840,NA,NA,NA,NA,2022
336,DEU,Europe,Germany,2022-12-02,36549563,29759,26124,162007,114,108,438402.701,356.952,313.351,1943.233,1.367,1.295,1.04,903,10.831,NA,NA,795,9.536,9104,109.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,190791453,64856585,63541004,63799002,60787,51702,228.85,77.79,76.22,76.53,620,458,0.001,11.11,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,83369840,NA,NA,NA,NA,2022
337,DEU,Europe,Germany,2022-12-03,36577250,27687,26339,162144,137,110.857,438734.799,332.099,315.93,1944.876,1.643,1.33,1.05,926,11.107,NA,NA,835,10.016,9226,110.664,NA,NA,NA,NA,NA,NA,NA,NA,NA,190805241,64856853,63541516,63809225,13788,51340,228.87,77.79,76.22,76.54,616,447,0.001,11.11,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,83369840,NA,NA,NA,NA,2022
338,DEU,Europe,Germany,2022-12-04,36583840,6590,26359.857,162179,35,111.857,438813.844,79.045,316.18,1945.296,0.42,1.342,1.06,951,11.407,NA,NA,848,10.172,9232,110.735,NA,NA,NA,NA,NA,NA,NA,NA,NA,190808690,64856873,63541555,63811716,3449,51008,228.87,77.79,76.22,76.54,612,436,0.001,11.11,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,83369840,158680.34,5.63,19.03,1903.3303,2022
339,DEU,Europe,Germany,2022-12-05,36587807,3967,26400.286,162214,35,113.429,438861.428,47.583,316.665,1945.716,0.42,1.361,1.08,970,11.635,NA,NA,896,10.747,9330,111.911,NA,NA,NA,NA,NA,NA,NA,NA,NA,190840949,64857094,63541841,63835808,32259,50371,228.91,77.79,76.22,76.57,604,418,0.001,11.11,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,83369840,NA,NA,NA,NA,2022
340,DEU,Europe,Germany,2022-12-06,36627436,39629,26427.143,162435,221,114.429,439336.767,475.34,316.987,1948.366,2.651,1.373,1.09,1013,12.151,NA,NA,917,10.999,9588,115.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,190903814,64857502,63542199,63882691,62865,48379,228.98,77.79,76.22,76.63,580,400,0,11.11,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,83369840,NA,NA,NA,NA,2022
341,DEU,Europe,Germany,2022-12-07,36673217,45781,26892.571,162588,153,117.857,439885.899,549.131,322.57,1950.202,1.835,1.414,1.09,991,11.887,NA,NA,939,11.263,9876,118.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,190975522,64857955,63542788,63935762,71708,47246,229.07,77.8,76.22,76.69,567,381,0,11.11,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,83369840,NA,NA,NA,NA,2022
342,DEU,Europe,Germany,2022-12-08,36711037,37820,27319,162761,173,124,440339.54,453.641,327.684,1952.277,2.075,1.487,1.09,969,11.623,NA,NA,956,11.467,10101,121.159,NA,NA,NA,NA,NA,NA,NA,NA,NA,191049190,64858487,63543340,63990718,73668,45503,229.16,77.8,76.22,76.76,546,367,0,11.11,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,83369840,NA,NA,NA,NA,2022
343,DEU,Europe,Germany,2022-12-09,36744313,33276,27821.429,162926,165,131.286,440738.677,399.137,333.711,1954.256,1.979,1.575,1.1,1002,12.019,NA,NA,945,11.335,10308,123.642,NA,NA,NA,NA,NA,NA,NA,NA,NA,191102030,64859015,63543862,64029759,52840,44368,229.22,77.8,76.22,76.8,532,347,0,11.11,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,83369840,NA,NA,NA,NA,2022
344,DEU,Europe,Germany,2022-12-10,36774605,30292,28193.571,163093,167,135.571,441102.022,363.345,338.175,1956.259,2.003,1.626,1.1,980,11.755,NA,NA,919,11.023,10668,127.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,191113550,64859168,63544095,64038551,11520,44044,229.24,77.8,76.22,76.81,528,331,0,11.11,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,83369840,NA,NA,NA,NA,2022
345,DEU,Europe,Germany,2022-12-11,36783031,8426,28455.857,163143,50,137.714,441203.09,101.068,341.321,1956.859,0.6,1.652,1.11,987,11.839,NA,NA,931,11.167,10803,129.579,NA,NA,NA,NA,NA,NA,NA,NA,NA,191118216,64859261,63544255,64041994,4666,44218,229.24,77.8,76.22,76.82,530,341,0,11.11,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,83369840,163612.55,5.77,25.94,1962.4908,2022
346,DEU,Europe,Germany,2022-12-12,36787292,4261,28497.857,163172,29,136.857,441254.199,51.11,341.825,1957.207,0.348,1.642,1.12,1068,12.81,NA,NA,936,11.227,10820,129.783,NA,NA,NA,NA,NA,NA,NA,NA,NA,191145259,64859604,63544567,64061470,27043,43473,229.27,77.8,76.22,76.84,521,359,0,11.11,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,83369840,NA,NA,NA,NA,2022
347,DEU,Europe,Germany,2022-12-13,36833360,46068,29417.714,163473,301,148.286,441806.773,552.574,352.858,1960.817,3.61,1.779,1.12,1105,13.254,NA,NA,948,11.371,11378,136.476,NA,NA,NA,NA,NA,NA,NA,NA,NA,191200375,64860000,63545024,64101689,55116,42366,229.34,77.8,76.22,76.89,508,357,0,11.11,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,83369840,NA,NA,NA,NA,2022
348,DEU,Europe,Germany,2022-12-14,36882129,48769,29844.571,163654,181,152.286,442391.745,584.972,357.978,1962.988,2.171,1.827,1.11,1073,12.87,NA,NA,967,11.599,11847,142.102,NA,NA,NA,NA,NA,NA,NA,NA,NA,191258209,64860496,63545645,64144181,57834,40384,229.41,77.8,76.22,76.94,484,363,0,11.11,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,83369840,NA,NA,NA,NA,2022
349,DEU,Europe,Germany,2022-12-15,36927082,44953,30863.571,163843,189,154.571,442930.945,539.2,370.201,1965.255,2.267,1.854,1.11,1078,12.93,NA,NA,991,11.887,12116,145.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,191321999,64861050,63546116,64190639,63790,38973,229.49,77.8,76.22,77,467,366,0,11.11,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,83369840,NA,NA,NA,NA,2022
350,DEU,Europe,Germany,2022-12-16,36964984,37902,31524.429,164027,184,157.286,443385.57,454.625,378.127,1967.462,2.207,1.887,1.11,1123,13.47,NA,NA,1003,12.031,12363,148.291,NA,NA,NA,NA,NA,NA,NA,NA,NA,191367916,64861382,63546556,64224719,45917,37984,229.54,77.8,76.22,77.04,456,338,0,11.11,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,83369840,NA,NA,NA,NA,2022
351,DEU,Europe,Germany,2022-12-17,36997262,32278,31808.143,164207,180,159.143,443772.736,387.166,381.531,1969.621,2.159,1.909,1.1,1104,13.242,NA,NA,1031,12.367,12492,149.838,NA,NA,NA,NA,NA,NA,NA,NA,NA,191377806,64861532,63546725,64232150,9890,37751,229.55,77.8,76.22,77.04,453,338,0,11.11,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,83369840,NA,NA,NA,NA,2022
352,DEU,Europe,Germany,2022-12-18,37005469,8207,31776.857,164256,49,159,443871.177,98.441,381.155,1970.209,0.588,1.907,1.1,1136,13.626,NA,NA,1023,12.271,12537,150.378,NA,NA,NA,NA,NA,NA,NA,NA,NA,191380604,64861559,63546761,64234270,2798,37484,229.56,77.8,76.22,77.05,450,328,0,11.11,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,83369840,170499.75,5.97,36.26,2045.1011,2022
353,DEU,Europe,Germany,2022-12-19,37010221,4752,31847,164301,45,161.286,443928.176,56.999,381.997,1970.749,0.54,1.935,1.1,1175,14.094,NA,NA,1052,12.618,12585,150.954,NA,NA,NA,NA,NA,NA,NA,NA,NA,191403276,64861847,63547093,64251009,22672,36860,229.58,77.8,76.22,77.07,442,320,0,11.11,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,83369840,NA,NA,NA,NA,2022
354,DEU,Europe,Germany,2022-12-20,37058489,48268,32161.286,164670,369,171,444507.138,578.962,385.766,1975.175,4.426,2.051,1.09,1196,14.346,NA,NA,1097,13.158,12835,153.953,NA,NA,NA,NA,NA,NA,NA,NA,NA,191438515,64862107,63547465,64276316,35239,34020,229.63,77.8,76.22,77.1,408,301,0,11.11,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,83369840,NA,NA,NA,NA,2022
355,DEU,Europe,Germany,2022-12-21,37108941,50452,32401.714,164906,236,178.857,445112.297,605.159,388.65,1978.005,2.831,2.145,1.07,1231,14.766,NA,NA,1131,13.566,13269,159.158,NA,NA,NA,NA,NA,NA,NA,NA,NA,191473269,64862566,63548010,64301361,34754,30723,229.67,77.8,76.22,77.13,369,296,0,11.11,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,83369840,NA,NA,NA,NA,2022
356,DEU,Europe,Germany,2022-12-22,37153996,45055,32416.286,165123,217,182.857,445652.72,540.423,388.825,1980.608,2.603,2.193,1.05,1243,14.909,NA,NA,1129,13.542,13612,163.272,NA,NA,NA,NA,NA,NA,NA,NA,NA,191503787,64862970,63548511,64322908,30518,25970,229.7,77.8,76.22,77.15,312,274,0,11.11,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,83369840,NA,NA,NA,NA,2022
357,DEU,Europe,Germany,2022-12-23,37194117,40121,32733.286,165329,206,186,446133.962,481.241,392.627,1983.079,2.471,2.231,1.05,1270,15.233,NA,NA,1153,13.83,13858,166.223,NA,NA,NA,NA,NA,NA,NA,NA,NA,191522185,64863152,63548769,64336718,18398,22038,229.73,77.8,76.23,77.17,264,253,0,11.11,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,83369840,NA,NA,NA,NA,2022
358,DEU,Europe,Germany,2022-12-24,37228757,34640,33070.714,165507,178,185.714,446549.46,415.498,396.675,1985.214,2.135,2.228,1.04,1245,14.933,NA,NA,1171,14.046,13997,167.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,191523470,64863196,63548845,64337567,1285,20809,229.73,77.8,76.23,77.17,250,238,0,11.11,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,83369840,NA,NA,NA,NA,2022
359,DEU,Europe,Germany,2022-12-25,37236625,7868,33022.286,165544,37,184,446643.834,94.375,396.094,1985.658,0.444,2.207,1.03,1268,15.209,NA,NA,1150,13.794,13897,166.691,NA,NA,NA,NA,NA,NA,NA,NA,NA,191524947,64863198,63548847,64338637,1477,20620,229.73,77.8,76.23,77.17,247,234,0,11.11,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,83369840,179656.16,6.25,47.28,2154.93,2022
360,DEU,Europe,Germany,2022-12-26,37240970,4345,32964.143,165582,38,183,446695.951,52.117,395.396,1986.114,0.456,2.195,1.02,1312,15.737,NA,NA,1140,13.674,13796,165.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,191525963,64863223,63548874,64339458,1016,17527,229.73,77.8,76.23,77.17,210,197,0,11.11,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,83369840,NA,NA,NA,NA,2022
361,DEU,Europe,Germany,2022-12-27,37245654,4684,26737.857,165622,40,136,446752.135,56.183,320.714,1986.594,0.48,1.631,1.05,1384,16.601,NA,NA,1131,13.566,10698,128.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,191537588,64863432,63549192,64348187,11625,14153,229.74,77.8,76.23,77.18,170,189,0,11.11,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,83369840,NA,NA,NA,NA,2022
362,DEU,Europe,Germany,2022-12-28,37292395,46741,26207.714,165946,324,148.571,447312.781,560.646,314.355,1990.48,3.886,1.782,1.1,1387,16.637,NA,NA,1123,13.47,11090,133.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,191550975,64863669,63549543,64358441,13387,11101,229.76,77.8,76.23,77.2,133,158,0,11.11,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,83369840,NA,NA,NA,NA,2022
363,DEU,Europe,Germany,2022-12-29,37332203,39808,25458.143,166171,225,149.714,447790.268,477.487,305.364,1993.179,2.699,1.796,1.14,1386,16.625,NA,NA,1134,13.602,11003,131.978,NA,NA,NA,NA,NA,NA,NA,NA,NA,191564788,64863963,63549825,64368818,13813,8714,229.78,77.8,76.23,77.21,105,142,0,11.11,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,83369840,NA,NA,NA,NA,2022
364,DEU,Europe,Germany,2022-12-30,37362158,29955,24005.857,166346,175,145.286,448149.571,359.303,287.944,1995.278,2.099,1.743,1.13,1398,16.769,NA,NA,1137,13.638,10771,129.195,NA,NA,NA,NA,NA,NA,NA,NA,NA,191580777,64864227,63550227,64380510,15989,8370,229.8,77.8,76.23,77.22,100,154,0,11.11,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,83369840,NA,NA,NA,NA,2022
365,DEU,Europe,Germany,2022-12-31,37385138,22980,22340.143,166491,145,140.571,448425.21,275.639,267.964,1997.017,1.739,1.686,1.14,1366,16.385,NA,NA,1108,13.29,10309,123.654,NA,NA,NA,NA,NA,NA,NA,NA,NA,191587054,64864280,63550296,64384901,6277,9083,229.8,77.8,76.23,77.23,109,155,0,11.11,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,83369840,NA,NA,NA,NA,2022
